name,sex,daysold,height,waist,leg,weight_age1,measure,result,debut,graded_winner,win1,win2,win3
エレアイム,0,435,155.5,170,20.5,403,576,488,473,0,,,
メジャーアドバンス,1,394,151.5,167.5,20,398,576,486,473,0,,,
アブルマドール,1,457,151.5,166.5,20.4,387,577,462,473,0,,,
インナリオ,0,443,151.5,172.5,20.1,399,577,460,473,0,,,
オールユアーズ,0,493,150.5,170,18.5,407,576,426,473,0,,,
エレボアブランシュ,0,426,148,168,19,366,577,424,473,0,,,
アルセスト,1,537,155.5,172,20,433,533,478,473,0,,,
ミスビアンカ,0,517,151,172.5,20.2,430,533,448,473,0,,,
ヴァーナルデイズ,1,517,151,178,21.7,444,495,490,473,0,,,
ラプソディーア,0,485,147,171,19,384,495,414,473,0,,,
ゴールドレイ,1,478,157,177,20.5,448,576,492,472,0,,,
オーシャントライブ,1,433,150,170.5,19.9,395,576,450,472,0,,,
インヴェントーレ,1,456,151.5,169,20.3,401,576,450,472,0,,,
リッスンアップ,0,466,154,169.5,19.4,407,576,438,472,0,,,
ランパデール,0,456,149.5,172,19.3,390,576,414,472,0,,,
テンペスト,0,568,154,173.5,19.5,443,494,442,472,0,,,
エールブラン,1,560,153.5,177,20.7,475,494,504,472,0,,,
ショーンガウアー,1,565,157.5,176.5,19.9,459,494,506,472,0,,,
バーミリオンクリフ,1,409,147,164.5,20.7,384,576,486,471,0,,,
マニータ,0,486,153,173,18.8,410,576,470,471,0,,,
パヴェリング,0,572,159.5,175,20.3,451,495,458,471,0,,,
バースライト,1,544,157,180.5,21.4,478,495,506,471,0,,,
イクリール,1,504,160,175.5,21,445,494,502,471,0,,,
ウェルカムゴールド,1,479,160,175,20.7,465,494,512,471,0,,,
ブブールチャチャ,0,483,152,169.5,19.3,398,577,454,471,0,,,
ルールオブグレイス,0,476,147,167,19.8,392,577,418,471,0,,,
ワーキングアセット,1,428,154,168,19.8,400,576,476,470,0,,,
アトモストリミッツ,0,480,151.5,172.5,19.6,427,576,438,470,0,,,
スカイロケット,1,443,146,165,19.2,368,533,428,470,0,,,
ソラネル,0,498,149,169.5,19.5,413,533,384,470,0,,,
カミニートデルレイ,1,547,153,179.5,21,469,533,492,470,0,,,
マメールロア,0,557,153.5,170.5,18.3,379,494,398,470,0,,,
アクニディ,0,555,149,172.5,19.7,412,494,364,470,0,,,
オーセンティアン,0,518,161,181.5,20.6,465,495,458,470,0,,,
メジャーステップ,1,428,152.5,168.5,19.8,398,576,474,470,0,,,
シャムラマート,0,400,149,166,19.2,374,576,448,470,0,,,
マーシャルポイント,1,488,152,174.5,20.8,452,576,478,469,0,,,
シャトーディフ,0,492,150.5,173,19.7,401,576,440,469,0,,,
ローマンレイク,0,527,155.5,177,20,421,533,414,469,0,,,
アルレジャン,1,511,156.5,175,20.9,461,533,506,469,0,,,
キューグレーダー,1,580,157,182,21,476,473,508,469,0,,,
マルーンエンブレム,0,535,148,170.5,19.1,385,473,392,469,0,,,
レーヴドゥロワ,1,465,154,174.5,21.3,440,576,508,468,0,,,
ラミントン,0,403,152,169.5,19,384,577,484,468,0,,,
ヘルヴェティオス,1,476,147,172,20.5,391,577,442,468,0,,,
ビリングス,1,509,157,172.5,20.5,431,534,474,468,0,,,
ムーンティアーズ,0,514,148,170,19.8,401,495,424,468,0,,,
サーブルオール,1,529,155.5,176,20.8,458,494,484,468,0,,,
ディーセントワーク,1,463,156,172,20.1,431,576,500,468,0,,,
オーロトラジェ,0,486,153,172,19.6,419,576,454,468,0,,,
フェザリータッチ,1,523,146,171,21,422,494,434,468,0,,,
スコッチリール,0,402,148,169,21,431,576,446,468,0,,,
エクディス,0,484,146,166,18.8,379,494,416,468,0,,,
ヴォリアーモ,0,385,154,172,20.8,406,576,452,467,0,,,
ピュアカラー,0,388,150,163,19.7,367,576,438,467,0,,,
ジオフロント,1,473,150,171,20.1,432,577,454,467,0,,,
アロンズロッド,1,550,153,171,20.7,442,534,492,467,0,,,
ヴィリアリート,0,499,160.5,190,21.1,514,534,532,467,0,,,
フェルハール,0,507,149,179.5,20,433,533,452,467,0,,,
バラダガール,0,605,163,182,21.4,534,474,540,467,0,,,
ブロードアリュール,1,507,151,173.5,20,426,474,470,467,0,,,
クインアマランサス,0,594,155,178,18.9,437,474,446,467,0,,,
トラヴォルジェンテ,1,513,160,181,21.3,489,494,536,466,0,,,
ゲットクローサー,0,463,155,177,19.5,448,576,522,466,0,,,
インクルージョン,1,579,152.5,175.5,20.8,482,494,496,465,0,,,
モンヴァントゥ,1,543,164.5,178,21.5,462,494,528,465,0,,,
エリスライト,0,562,157.5,176,20,410,494,432,465,0,,,
ノヴェレッテ,0,586,154,173,20,423,494,426,465,0,,,
アウステルリッツ,1,486,155,169,20.3,418,577,478,465,0,,,
トゥザキングダム,1,398,154,163,20.2,366,577,462,465,0,,,
マンクスホップ,0,449,149,169,19.3,383,576,422,464,0,,,
シタン,0,468,146.5,170,19.2,385,533,408,464,0,,,
シェドゥーヴル,1,553,154.5,178,21,446,494,490,464,0,,,
ヴァンセゾニエ,1,475,148,175,20,435,494,474,464,0,,,
ヴェルテアシャフト,1,540,156,181,21.6,474,494,492,464,0,,,
ジャックローズ,1,523,154,177,20.4,459,473,496,464,0,,,
サレンティーナ,1,501,150.5,168.5,19.8,403,577,474,464,0,,,
ロッククリーク,1,428,153,171,19.1,421,576,486,463,0,,,
サークルオブジョイ,1,416,151,165,20.3,399,576,484,463,0,,,
ニエキヤ,0,496,156.5,174.5,19.5,415,576,416,463,0,,,
フィングステン,0,585,151,181,19.6,482,495,464,463,0,,,
サンテルノ,1,580,158,182.5,21,489,494,516,463,0,,,
サザリーバスター,1,563,165,189,22,550,495,566,463,0,,,
ペンダンティフ,0,561,151,174,18.7,421,495,436,463,0,,,
サクライロ,0,539,154,176,20,457,494,452,463,0,,,
エクスプレッサー,1,483,152,177.5,20.2,446,494,486,463,0,,,
デルニエオール,0,458,150,168,19.8,377,576,410,463,0,,,
シルヴァンシャー,1,434,152,164.5,20.4,386,576,470,463,0,,,
ゲルチュタール,1,474,154,169,20.9,430,577,520,462,0,,,
フォルラニーニ,1,440,151,171,21.2,414,576,486,462,0,,,
アイリスクォーツ,0,565,158.5,178.5,20.5,475,495,512,462,0,,,
タイダルフォース,1,546,151.5,176,20.6,441,494,452,462,0,,,
フェルカド,1,534,155,173,19.8,440,494,476,462,0,,,
チャーチスクエア,0,491,150,172.5,19.4,397,576,464,462,0,,,
ラテリシウス,0,427,154.5,170.5,20.3,409,576,514,462,0,,,
エクザルフ,1,426,157,170.5,19.6,402,576,490,462,0,,,
バレリオ,1,503,154.5,170,20.4,428,576,468,462,0,,,
ドナウデルタ,0,481,147,166,19.5,389,576,436,462,0,,,
トリポリタニア,1,486,155.5,172,19.5,414,577,480,461,0,,,
ベイリークロア,1,426,149,173.5,20.4,412,577,472,461,0,,,
シャーリーゴールド,0,546,156,172,18.2,447,533,448,461,0,,,
メリザンド,0,486,154,174,20,429,534,440,461,0,,,
アルゴナヴィス,1,488,156,167,20.7,407,533,466,461,0,,,
アフィリオン,1,490,150,167,20.8,419,533,476,461,0,,,
アップクォーク,1,479,155,174.5,20.7,425,494,494,461,0,,,
ツィンクルソード,1,437,153.5,172.5,20.4,427,576,482,461,0,,,
ロワサーブル,1,419,150.5,164.5,19.3,384,576,490,461,0,,,
ゴルトファルベン,1,385,153.5,167,19.8,402,576,476,460,0,,,
フェアレストアイル,0,409,150,166,18.5,374,576,432,460,0,,,
エイスオーシャン,1,498,154.5,171.5,19.8,431,577,488,460,0,,,
クロンターフ,1,430,152,168,20,390,577,470,460,0,,,
レイデアスール,1,453,155,173,21.3,426,534,500,460,0,,,
レクセランス,1,488,154.5,167,20,411,533,480,460,0,,,
ストライクイーグル,1,500,155,174,21.2,464,494,524,460,0,,,
シャンドランジュ,0,494,156.5,173.5,18.9,431,494,468,460,0,,,
クロンヌ,0,586,152.5,180,19.2,464,474,466,460,0,,,
チャオアプレスト,1,497,157,171.5,20.3,427,473,442,460,0,,,
ラグナアズーラ,0,494,150,171,19,429,474,430,460,0,,,
アトリビュート,0,455,154,167,19.4,377,533,440,459,0,,,
ベッラノーヴァ,0,485,147.5,168.5,19,394,534,402,459,0,,,
ラレーヌデリス,0,576,156,183,19.3,476,494,444,459,0,,,
プレドミナル,1,495,151.5,171,20.4,439,494,470,459,0,,,
ミリッサ,0,499,153,169.5,19.9,403,495,414,459,0,,,
ウォースパイト,1,506,156,175,21.1,477,474,512,459,0,,,
カリンバ,0,512,148.5,167.5,18.4,398,474,410,459,0,,,
スティクス,0,458,153,173.5,19.8,434,534,478,458,0,,,
クリーンスイープ,0,548,160.5,175,19.7,429,534,472,458,0,,,
モンテコルノ,1,567,156,181,21.5,456,494,466,458,0,,,
フェロニエール,0,558,162,183,21,487,494,534,458,0,,,
アルシミスト,1,534,152,172,20.4,456,494,506,458,0,,,
ブレスワード,1,473,151.5,173.5,20.5,439,494,480,458,0,,,
フルオブライフ,1,419,161,169.5,20.8,411,577,532,458,0,,,
クリデュクール,1,435,149.5,165,19.3,392,577,492,458,0,,,
サルタート,0,478,149,165,18.7,372,577,446,458,0,,,
キャンデセント,1,458,149.5,170.5,20.1,421,576,468,457,0,,,
アイスケイブ,0,552,154,178,18.5,440,533,430,457,0,,,
ヴァルチャースター,1,546,153,175,20,428,495,440,457,0,,,
カンピドリオ,1,527,152.5,175.5,20,432,495,482,457,0,,,
バブルウィズジョイ,0,494,155.5,177,19.7,441,577,476,457,0,,,
ラプトレックス,1,542,155,174,21.3,463,494,484,457,0,,,
ヘルミーネ,0,397,152,168,19.7,397,576,486,456,0,,,
オールデュスヴラン,1,453,149,169,19.6,409,576,472,456,0,,,
コンドライト,1,500,155,172.5,20.8,440,576,470,456,0,,,
グランワルツ,0,562,155,174,20.2,455,495,492,456,0,,,
フィザルモニカ,0,560,153,176.5,19.3,434,495,454,456,0,,,
リフタスフェルト,0,560,150,176,19.3,465,494,466,456,0,,,
アルガムベイ,1,540,152,174,20.1,431,495,440,456,0,,,
クロスパール,0,522,155.5,177.5,19,425,494,432,456,0,,,
モスクロッサー,1,442,159,173.5,21.2,446,576,512,455,0,,,
マーシャルテイル,1,502,149,176.5,19.5,436,533,466,455,0,,,
レーヴドレフォン,0,544,156,175.5,20,456,533,476,455,0,,,
インファイター,1,497,155,174,20,436,533,486,455,0,,,
フォーヴィスム,1,520,160,171.5,20.5,425,495,532,455,0,,,
ファーストフォリオ,0,481,150.5,168.5,19,415,494,432,455,0,,,
クイックモーション,0,499,153.5,171,20.2,416,494,456,455,0,,,
エストロ,0,497,155,173,20.6,443,576,474,454,0,,,
コーラルクラウン,1,510,152.5,170.5,20.8,435,534,476,454,0,,,
ルナシオン,0,442,153.5,171,19.6,403,533,466,454,0,,,
ホワイトクロウ,1,571,155.5,175,19.2,425,495,466,454,0,,,
プリンスダム,1,481,156.5,169,20.3,414,576,478,454,0,,,
ピュアウィッシーズ,0,502,153.5,169,19.3,402,473,414,454,0,,,
クワトロチェント,1,417,150,167.5,21,396,576,474,453,0,,,
ペルラネーラ,0,409,152.5,166,20,369,576,446,453,0,,,
リアンデュソン,1,394,153,168.5,20.8,395,577,530,453,0,,,
ブラックラテ,1,422,155,171,20.4,405,577,480,453,0,,,
インターアーバン,1,479,156,177.5,21,483,534,524,453,0,,,
ベルラガッツォ,1,453,154,174,20.5,418,533,490,453,0,,,
セレシオン,1,509,157,175.5,20.7,439,494,478,453,0,,,
ケイブルグラム,1,468,155,173.5,21.2,427,494,516,453,0,,,
チャームクォーク,0,492,155.5,171.5,19.6,421,495,452,453,0,,,
ミルキークォーツ,0,578,149.5,171.5,19.2,415,495,408,453,0,,,
アプレイザル,1,454,152,171,19.7,412,576,494,453,0,,,
パイオニアステップ,1,440,150.6,165,20.3,378,576,434,453,0,,,
ジュメイラリーフ,1,586,155.5,179,20.3,448,473,470,453,0,,,
パールズシャイン,0,610,157.5,180,19.2,464,474,434,453,0,,,
ローズカスケイド,0,551,153.5,179,19.3,458,474,434,453,0,,,
ブレーヴジャッカル,1,460,153.5,168,21.3,416,534,468,452,0,,,
セブンシーズ,0,463,147.5,174,18.8,381,534,430,452,0,,,
ソレア,0,579,149.5,171,18.6,431,494,418,452,0,,,
ブリックスダール,1,560,152,169.5,20.2,432,494,418,452,0,,,
パルクリチュード,0,461,150,165.5,19.5,401,494,428,452,0,,,
ベストプレディクト,1,556,151,177,20.6,413,495,484,452,0,,,
アーザムブルー,1,492,152.5,171,19.9,438,474,436,452,0,,,
クリスタルスカル,1,437,160,179,21.4,474,576,560,451,0,,,
ロックバウンド,1,447,153,166,20.5,401,576,472,451,0,,,
モデュロール,1,438,145.5,165.5,20.3,375,534,446,451,0,,,
セラフィナイト,1,446,146,168,20.3,394,534,440,451,0,,,
アルジェントステラ,0,471,147,174,19.3,404,534,420,451,0,,,
ハリケーンリッジ,0,568,153,173,19.5,438,494,428,451,0,,,
ヴァナヘイム,1,495,149,169,19.8,400,577,478,451,0,,,
ボウルオブチェリー,1,530,149,168,19.8,393,473,432,451,0,,,
コナコースト,0,446,153.5,176,19.4,436,576,472,450,0,,,
クロスライセンス,1,456,150,168.5,19.9,386,576,436,450,0,,,
ダンザンレーヴ,0,434,146,164,19.1,351,576,392,450,0,,,
テキサスフィズ,0,468,152.5,169,19.3,410,533,452,450,0,,,
ラスール,0,510,155,171,19.6,446,533,474,450,0,,,
アッシュフォード,1,524,150.5,172,21.1,432,533,464,450,0,,,
アップライトスピン,0,476,155.5,174,20,447,494,466,450,0,,,
エルディアマンテ,0,546,152.5,170.5,19.3,406,494,426,450,0,,,
スティーロポリス,1,471,156,173,21.3,452,576,506,449,0,,,
アスコルティアーモ,0,452,153.5,174,20,415,576,448,449,0,,,
グロリアラウス,1,539,155.5,175,19.2,458,533,496,449,0,,,
オールナット,1,515,160,172,20,468,533,514,449,0,,,
エドワーズクラウン,1,441,149,165,19.5,407,533,444,449,0,,,
セントマーガレット,0,553,157,175.5,20.2,459,533,462,449,0,,,
キアラメンテ,0,578,156,174,19.4,449,495,432,449,0,,,
マクラーレンベール,1,494,151,169,20.5,435,494,502,449,0,,,
ヴェルスパー,0,467,152.5,165,20.2,390,576,440,449,0,,,
シウダーエヴィータ,0,489,153,175,20.7,449,577,468,448,0,,,
ブルーミングローズ,0,466,154.5,172.5,19.8,418,577,456,448,0,,,
ベンサレム,1,466,150,169,20.4,418,533,480,448,0,,,
フェットデメール,0,573,148.5,171.5,18.8,406,495,418,448,0,,,
ピクチャーポーズ,0,524,151,173.5,20,440,494,438,448,0,,,
クロトノーナ,0,521,153,172.5,19,400,494,402,448,0,,,
トゥルーアート,0,521,151,172,19,450,495,456,448,0,,,
レミニシェンザ,0,493,153,176,19.2,427,494,448,448,0,,,
ラズルダズル,1,493,151,171,20,411,576,450,447,0,,,
ヴィディア,0,412,150.5,168,19.9,387,576,446,447,0,,,
アンクローシュ,0,444,146.5,168,18,386,533,410,447,0,,,
ラパンリュネール,0,524,153.5,172,18.8,427,533,412,447,0,,,
エリセイラ,0,499,151,171,19,373,534,428,447,0,,,
チェルビアット,0,466,155,177,19.3,425,534,478,447,0,,,
パスコード,0,508,152.5,172.5,20,438,534,436,447,0,,,
ディーズゴールド,1,449,153.5,169.5,20.1,413,534,484,447,0,,,
カンタオール,1,580,153.5,172,20.1,416,494,466,447,0,,,
ラレッサングル,0,459,153.5,170,18,385,494,436,447,0,,,
ラスファジャス,1,598,156,179,20.2,488,473,482,447,0,,,
タイムレスメロディ,0,561,149.5,170,19.2,418,473,414,447,0,,,
ゴールデンプルーフ,0,498,152,175,20.8,450,577,478,446,0,,,
ジーナアクトレス,0,524,149.5,175.5,19,437,534,470,446,0,,,
クオレプリマドンナ,0,504,154,169.5,21.2,413,534,464,446,0,,,
ウィクトルウェルス,1,496,156,177,21.5,434,534,498,446,0,,,
シンフォニータクト,1,466,158,174,20.5,447,576,516,446,0,,,
ルエヴェルロール,0,582,154.5,174,18.8,415,495,416,446,0,,,
グローブシアター,1,557,154.5,173,20.4,441,495,438,446,0,,,
ステイハッピー,0,480,156,170.5,20.5,411,576,462,446,0,,,
ビートマッチ,0,586,160,190,20.2,528,474,536,446,0,,,
カサロサーダ,0,597,156,174,19.3,455,473,472,446,0,,,
ダーリンガール,0,518,149,178,19.9,472,474,456,446,0,,,
ディスグラース,0,456,156.5,175.5,20.2,447,576,480,445,0,,,
ノワールドゥジェ,0,450,152,168.5,20,414,534,474,445,0,,,
クレエンシア,0,572,150,175,19,413,494,452,445,0,,,
メグスタス,0,512,152,164,19,387,494,420,445,0,,,
ハイレートクライム,1,574,151,171.5,20.3,437,495,474,445,0,,,
パリンジェネシス,1,468,157,171,21.3,423,495,516,445,0,,,
ライゼリート,0,490,146,163.5,18,374,576,402,445,0,,,
ゲーテローズ,0,423,152.5,170.5,18.9,409,576,448,444,0,,,
カラレーション,0,485,153.5,167,19,382,534,408,444,0,,,
クールブロン,1,558,159.5,176,20.3,478,494,536,444,0,,,
ヴィヴィッシモ,1,539,149,169,19.5,422,494,454,444,0,,,
パルメリータ,0,534,154.5,175.5,18.6,451,494,488,444,0,,,
シーリア,0,527,155,177.5,19.3,452,494,456,444,0,,,
フィニフティ,0,528,154.5,171,19.5,391,494,428,444,0,,,
エルメニア,0,467,150,175.5,18.9,425,576,450,443,0,,,
ロマンドブリエ,1,505,149,165,20,429,533,470,443,0,,,
セントカメリア,0,530,156.5,173,19.2,422,533,432,443,0,,,
クラッシファイド,1,578,159,172.5,20.5,433,494,462,443,0,,,
アロマフェリス,0,538,152.5,172,18.6,394,495,408,443,0,,,
トロワヴァレー,1,538,154,170.5,20.3,450,495,470,443,0,,,
ログラール,1,534,156,178.5,20.2,470,494,480,443,0,,,
アルセナール,0,513,152.5,173.5,20.1,450,494,450,443,0,,,
ツィンクルペタル,0,592,152.5,180,19.5,461,473,426,443,0,,,
テトラクォーク,0,503,150,170,18.6,426,494,410,443,0,,,
イストロス,1,381,151.5,165.5,20.5,398,576,518,442,0,,,
ハーベストデイ,1,430,150.5,172.5,21,423,576,482,442,0,,,
ロールオブアームズ,0,445,155.5,172,20.1,429,576,478,442,0,,,
マルクパージュ,0,457,147.5,169,18.9,372,533,402,442,0,,,
エーデルブルーメ,0,418,152,169,20,412,533,470,442,0,,,
グランデマーレ,1,564,158,175,20.4,473,494,500,442,0,,,
プレスジャンケット,0,528,159,174.5,19.8,427,495,470,442,0,,,
シャンソンドール,0,505,153,175,19.2,427,495,458,442,0,,,
アーラグラシア,0,491,151,171.5,19.2,413,495,422,442,0,,,
カザンラク,1,488,153,167,20.5,413,495,472,442,0,,,
ラクンパルシータ,1,476,155,170.5,20.5,440,494,482,442,0,,,
アディクション,0,543,152,172.5,19.6,451,494,446,442,0,,,
レゲンダアウレア,1,481,152,169,19.6,374,576,424,442,0,,,
ガルデルクラージュ,1,513,153.5,181,20.8,484,533,510,441,0,,,
カイザーライン,1,583,153,184.5,21.5,491,494,508,441,0,,,
シーズンズギフト,0,549,152.5,176,20.3,460,494,476,441,0,,,
コーディアル,0,489,154.5,175,19.5,443,495,472,441,0,,,
ブリスフルデイズ,0,480,149.5,171,19.3,403,576,432,441,0,,,
ブラックモリオン,0,496,153,169.5,20.2,428,576,484,441,0,,,
エスプランデル,1,499,148,169,21,431,576,486,441,0,,,
ミレフォリウム,0,416,152.5,168,20,411,576,472,441,0,,,
パルティアーモ,0,384,151,168,19.6,402,576,472,441,0,,,
ミカリーニョ,0,416,155,166.5,20.5,391,576,436,441,0,,,
ミレニアムクロス,1,436,152.5,170,20.4,405,576,484,440,0,,,
パリスデージー,0,488,149.5,169,20.3,412,576,432,440,0,,,
ジャナドリア,1,426,157,175,20.5,426,577,518,440,0,,,
ムーンライトデイ,0,438,147,165,18.4,398,533,454,440,0,,,
アリスヴィクトリア,0,554,154.5,180,19.8,453,533,454,440,0,,,
ルチェッタ,0,530,153,170.5,20,416,533,442,440,0,,,
ヴィクトリアマンボ,0,499,152,171,19,408,494,448,440,0,,,
スカーヴァティ,0,490,150.5,170,20,389,576,438,440,0,,,
ガートルード,0,446,153,168,19.2,385,576,448,440,0,,,
アルビセレステ,1,404,150.5,164,20.4,385,576,468,440,0,,,
アスティパレア,0,410,154,168.5,20.6,401,576,480,439,0,,,
インターポーザー,1,451,151,171.5,20.7,423,534,496,439,0,,,
エルスネル,1,535,151,166,19.6,391,533,440,439,0,,,
カルネドボヤージュ,1,537,157.5,177,21,467,494,508,439,0,,,
グレアファンタス,1,504,154,176,20.5,449,494,488,439,0,,,
パルフェクォーツ,1,526,155,178,21,484,495,534,439,0,,,
バルブランシュ,1,438,149,169,20,406,576,490,439,0,,,
オーロラエンブレム,0,534,153.5,179,20.3,432,474,422,439,0,,,
アラバスター,1,425,150.5,172,20.1,403,576,476,438,0,,,
ギャラクサイト,1,427,153.5,169,21.5,396,534,484,438,0,,,
ゴレアーダ,0,488,149,171,18.9,383,495,426,438,0,,,
アロマドゥルセ,0,465,150.5,166,20,383,495,442,438,0,,,
リバーサルフィルム,1,559,159,182.5,21.8,485,474,500,438,0,,,
フルリール,0,566,152,172,19.1,401,494,436,437,0,,,
ラントリサント,0,522,154.5,174,19.2,416,494,420,437,0,,,
トレンドライン,1,486,154.5,168.5,20,402,577,464,437,0,,,
フローレスマジック,0,415,150,166,20.5,390,577,450,437,0,,,
ドレーク,1,491,153,163,20,418,473,478,437,0,,,
サスツルギ,1,485,154,178.5,20.9,438,576,482,436,0,,,
ケリーズノベル,1,437,155,169,20.8,435,533,510,436,0,,,
ミクロユニヴェール,0,495,157,172.5,19.5,424,533,460,436,0,,,
エスタンシア,0,528,154.5,174,20,433,495,448,436,0,,,
レイニング,1,481,148.5,169,19.8,425,495,468,436,0,,,
ヴォレダンルシエル,0,536,153.5,174.5,19.7,445,494,432,436,0,,,
ヴィクトリアドール,0,476,156.5,172,20,441,576,510,435,0,,,
ポーラライツ,1,493,149.5,168,20.5,414,533,446,435,0,,,
カンフーダンス,0,452,142.5,169.5,19.8,409,533,446,435,0,,,
バロッサヴァレー,0,480,157,176,19.6,437,533,444,435,0,,,
コンアフェット,0,564,154.5,175.5,19.5,469,495,478,435,0,,,
トゥルーヴィル,1,537,153,168,20.6,411,494,448,435,0,,,
ブロードハースト,0,465,150,167.5,18.9,385,494,448,435,0,,,
アリストライン,0,531,155,175.5,19.8,451,494,472,435,0,,,
ゴライアス,1,457,155.5,175,20,424,576,488,435,0,,,
スイートレモネード,0,579,150.5,172,19.4,429,494,438,435,0,,,
ルベライト,1,469,151,169,20,414,494,456,435,0,,,
クレバーバード,1,420,152.5,166,19.8,405,576,470,435,0,,,
レインボーナンバー,1,386,147.5,161.5,19.4,355,576,464,435,0,,,
サンディブロンド,0,422,151.5,168.5,20.8,421,576,478,434,0,,,
エウテルペ,0,470,156.5,173,19.7,401,577,450,434,0,,,
エルディアナ,0,526,149,171,19.5,397,533,400,434,0,,,
セラドナイト,0,470,150.5,174,19,414,533,436,434,0,,,
ウィズザベスト,1,579,154,173.5,20.2,429,495,460,434,0,,,
リエヴェメンテ,0,574,158.5,178.5,21,478,495,468,434,0,,,
ヴァンデスプワール,0,563,154.5,173,19,430,495,412,434,0,,,
クラヴェル,0,556,151.5,172.5,19.4,420,494,424,434,0,,,
シェーネメロディ,0,535,150.5,174,19.8,450,494,464,434,0,,,
ヴォウジラール,1,396,153.5,169,20.1,405,576,498,434,0,,,
カトゥルスフェリス,0,473,150.5,169,19,392,576,436,433,0,,,
カールスタード,1,544,151,170,20.7,440,533,490,433,0,,,
プロミストジーン,0,555,154,179,21,456,534,462,433,0,,,
クローヴィス,1,585,153,174,20,435,495,470,433,0,,,
ブリスフルタイム,0,460,154.5,170,19.3,400,494,464,433,0,,,
ルミナスパレード,0,451,151,167.5,19.7,401,576,460,433,0,,,
パラドーロ,0,488,154,166.5,19.2,380,576,434,433,0,,,
アクアマリンブレス,1,451,154,165.5,20.3,413,576,504,433,0,,,
ローズウィスパー,0,547,159,176,20.5,451,473,458,433,0,,,
ディクテイター,1,431,153.5,174.5,20.7,440,577,528,432,0,,,
インフィナイト,0,498,154,182,20.4,461,577,488,432,0,,,
ベルヴォーグ,0,426,150.5,168,19.5,423,577,486,432,0,,,
パワースナッチ,1,477,149.5,167.5,19.7,385,534,442,432,0,,,
レオネッサ,0,475,150.5,171,19.7,419,534,468,432,0,,,
スノークルーズ,0,459,154,173,19.7,408,534,446,432,0,,,
ジュリオ,1,508,158,171,20.7,446,534,498,432,0,,,
ヒストリアノワール,1,482,150.5,172,20.6,398,534,438,432,0,,,
セレステイブランコ,1,546,156,175,20.4,460,494,498,432,0,,,
ベルシャンテ,0,544,152,175,20,426,494,432,432,0,,,
ティズグロリアス,0,456,150.5,169,19.7,390,494,414,432,0,,,
バルデス,1,529,156.5,177.5,20.8,439,495,486,432,0,,,
グランアルマダ,1,486,155.6,174.5,21.5,445,576,542,432,0,,,
エルデュクラージュ,1,479,158,174.5,21,451,495,494,432,0,,,
レディゴーラウンド,0,495,151,172.5,18.9,391,576,444,432,0,,,
カービングパス,0,495,154,172,19.5,415,576,464,432,0,,,
ラタナキリ,0,450,150.5,168,18.6,375,576,444,432,0,,,
アイリッシュベル,0,519,150,169,18.5,412,534,402,431,0,,,
シュタイナー,1,516,152,166.5,20.5,420,494,462,431,0,,,
ココクレーター,0,507,152,168.5,19.5,407,494,424,431,0,,,
レヴェンスホール,1,578,154,180.5,20.1,472,495,456,431,0,,,
パルティトゥーラ,0,569,155.5,180,19.7,466,495,464,431,0,,,
バリアーモ,0,435,149.5,168.5,18.7,383,576,434,431,0,,,
カラル,1,490,152,170,20,420,474,486,431,0,,,
リブースト,1,426,153.5,177.5,21.7,432,576,500,430,0,,,
ステルナティーア,0,495,155,172.5,19.2,416,576,442,430,0,,,
ロコポルティ,1,535,155.5,171,20.4,444,534,502,430,0,,,
クラシックステップ,1,493,154,174,20.6,439,533,472,430,0,,,
ボルダーズビーチ,0,498,153,177,19.5,434,533,448,430,0,,,
ベルエポック,0,553,157.5,180,20.5,480,534,512,430,0,,,
リューデスハイム,1,523,155,179,21,468,494,498,430,0,,,
ジオセントリック,1,514,156,174.5,20,441,494,476,430,0,,,
ムールヴェードル,0,568,156.5,181,20.2,478,494,480,430,0,,,
カラドゥラ,0,562,155.5,173,19.5,437,494,456,430,0,,,
ギャラッド,1,483,153,167.5,20.7,412,494,470,430,0,,,
ゴルデールスカー,1,452,153,171.5,20.8,377,576,462,429,0,,,
ソリダリティ,1,510,157,174.5,20.8,454,533,502,429,0,,,
ジークルーネ,0,540,150,173,19.9,421,494,452,429,0,,,
ガルバナム,1,536,153,173.5,20.7,442,494,470,429,0,,,
ロジャリーマイン,0,536,149,176,19.5,442,495,430,429,0,,,
テネイシャス,0,594,150,177.5,19.9,461,473,454,429,0,,,
アモーレミオ,0,483,157.5,175.5,20.1,454,494,476,429,0,,,
ローザサンリヴァル,1,489,157.5,177,21.2,447,576,492,428,0,,,
ガイアメンテ,1,425,153.5,165.5,21,391,576,482,428,0,,,
ラキエータ,0,532,144.5,167,19,397,533,410,428,0,,,
ギャラン,1,462,152.5,170,20.5,414,533,442,428,0,,,
アップリンク,0,487,150.5,168,19.4,419,534,432,427,0,,,
キャンディレイ,0,549,153,173.5,20,462,533,502,427,0,,,
コントゥール,0,490,158,176,19.4,441,495,452,427,0,,,
キラープレゼンス,0,470,155,174,20,440,576,512,427,0,,,
ドナアトラエンテ,0,497,153,171,20,395,576,418,427,0,,,
ドゥーベ,1,420,150,168,21,421,576,488,426,0,,,
バンベルク,1,575,157,178,20,467,495,470,426,0,,,
プロクリス,0,494,154,172,19.5,417,576,472,426,0,,,
クロークス,1,515,153,169.5,21.2,417,494,470,426,0,,,
