name,sex,daysold,height,waist,leg,weight_age1,measure,result,debut,graded_winner,win1,win2,win3
パフォーマプロミス,1,482,152,167,19.5,396,576,452,839,1,アルゼンＨG2(芝2500),日経新春ＨG2(芝2400),鳴尾記念G3(芝2000)
プロミストウォリア,1,478,151,171,20,440,533,524,621,1,東海ＳG2(ダ1800),アンタレG3(ダ1800),
グロンディオーズ,1,421,152,167,21,410,576,532,618,1,ダイヤモＨG3(芝3400),,
フィエールマン,1,501,154.5,169,20.4,402,576,488,603,1,天皇賞春G1(芝3200),天皇賞春G1(芝3200),菊花賞G1(芝3000)
マッドクール,1,433,151.5,166.5,19.8,409,576,520,598,1,高松宮記G1(芝1200),,
ルフトシュトローム,1,489,157,167,20,396,576,492,594,1,ニュージG2(芝1600),,
パラレルヴィジョン,1,568,156,175,21.1,447,494,494,592,1,ダービーＨG3(芝1600),,
ヴェラアズール,1,583,160,181,21.2,483,494,514,573,1,ＪＣG1(芝2400),京都大賞G2(芝2400),
リアルスティール,1,460,154.4,168.5,20.2,396,576,498,571,1,毎日王冠G2(芝1800),共同通信G3(芝1800),
デアレガーロ,0,417,148,166.5,18.7,380,577,470,570,1,京都牝馬G3(芝1400),,
レーヴミストラル,1,392,151.2,167,19.6,369,576,474,550,1,日経新春ＨG2(芝2400),青葉賞G2(芝2400),
センテリュオ,0,505,155.5,175.5,19.7,421,494,454,549,1,オールカG2(芝2200),,
ムーンクエイク,1,486,154,175,20.5,444,494,492,545,1,京王杯スG2(芝1400),,
サングレアル,0,393,147.5,158,18.3,316,576,420,544,1,フローラG2(芝2000),,
フォイヤーヴェルク,1,466,148,166,20.4,396,576,436,536,1,新潟ジャJG3(芝3250),,
アンドヴァラナウト,0,468,149,161.5,19.1,381,577,428,536,1,ローズＳG2(芝2000),,
セラフィックコール,1,571,158,180,20,485,494,540,536,1,みやこＳG3(ダ1800),,
チェッキーノ,0,481,156.5,177,19.5,419,576,452,529,1,フローラG2(芝2000),,
ハートレー,1,419,151,163,20.5,406,576,484,528,1,ホープフG2(芝2000),,
クイーンズウォーク,0,447,160.5,173,21.5,447,576,518,525,1,金鯱賞G2(芝2000),ローズＳG2(芝2000),クイーンG3(芝1600)
タッチングスピーチ,0,469,152.5,171,20.6,409,576,458,523,1,ローズＳG2(芝1800),,
アルアイン,1,399,150.5,164,20.5,389,577,518,513,1,大阪杯G1(芝2000),皐月賞G1(芝2000),毎日杯G3(芝1800)
シャフリヤール,1,417,151,163.5,20,354,577,450,509,1,東京優駿G1(芝2400),毎日杯G3(芝1800),
プレサージュリフト,0,406,153,173.5,18.3,389,576,452,507,1,クイーンG3(芝1600),,
レイパパレ,0,574,155,169,19.2,420,494,416,504,1,大阪杯G1(芝2000),チャレンG3(芝2000),
ベルーフ,1,500,151.5,171,19,415,576,474,497,1,京成杯G3(芝2000),,
ドゥラメンテ,1,439,154.4,167,19.8,410,576,480,495,1,東京優駿G1(芝2400),皐月賞G1(芝2000),中山記念G2(芝1800)
キャットコイン,0,457,154,166.5,19.6,382,576,434,494,1,クイーンG3(芝1600),,
ワンブレスアウェイ,0,421,155.5,169.5,18.9,391,576,476,493,1,愛知杯ＨG3(芝2000),,
サラキア,0,588,155,180,19.1,452,473,436,493,1,アイルラG2(芝1800),,
インダストリア,1,408,154.5,172,20.6,417,576,484,492,1,ダービーＨG3(芝1600),,
ザダル,1,560,155,172.5,20.5,454,494,486,478,1,京都金杯ＨG3(芝1600),エプソムG3(芝1800),
トロヴァトーレ,1,400,149.5,169.5,20.9,398,576,490,471,1,ダービーＨG3(芝1600),,
ブラウンラチェット,0,422,150,164,19.8,363,577,440,470,1,アルテミG3(芝1600),,
インディチャンプ,1,572,149.5,171,19.4,417,473,462,469,1,安田記念G1(芝1600),マイルチG1(芝1600),マイラーG2(芝1600)
ジェラルディーナ,0,388,151,169,18.7,363,577,432,466,1,エリザベG1(芝2200),オールカG2(芝2200),
エネルジコ,1,450,150,162.5,19.5,376,534,456,461,1,青葉賞G2(芝2400),,
シュネルマイスター,1,438,150,164.5,20,384,577,474,459,1,ＮＨＫマG1(芝1600),マイラーG2(芝1600),毎日王冠G2(芝1800)
ヴァイスメテオール,1,504,153,175,21,448,534,496,459,1,ラジオNIＨG3(芝1800),,
タスティエーラ,1,521,158,176,21,478,494,484,459,1,東京優駿G1(芝2400),弥生賞G2(芝2000),
フェーングロッテン,1,386,149,164.5,20.1,381,576,480,458,1,ラジオNIＨG3(芝1800),,
ローシャムパーク,1,480,161,177.5,21.7,447,576,480,457,1,オールカG2(芝2200),函館記念ＨG3(芝2000),
ダイアトニック,1,492,152,174,20,442,473,468,457,1,阪神カッG2(芝1400),スワンＳG2(芝1400),スワンＳG2(芝1400)
エピファニー,1,534,157,178,20.4,490,533,516,456,1,小倉大賞ＨG3(芝1800),,
クロノジェネシス,0,455,152,171,19.8,400,576,436,455,1,宝塚記念G1(芝2200),宝塚記念G1(芝2200),有馬記念G1(芝2500)
ヴェルトライゼンデ,1,481,154,172,20.3,431,576,490,454,1,日経新春ＨG2(芝2200),鳴尾記念G3(芝2000),
リオンディーズ,1,573,161.5,179.5,21,502,494,500,454,1,フューチG1(芝1600),,
セダブリランテス,1,611,155.5,181,21.2,508,474,522,452,1,中山金杯ＨG3(芝2000),ラジオNIＨG3(芝1800),
ヘデントール,1,506,154,173.5,20,444,494,478,450,1,天皇賞春G1(芝3200),ダイヤモＨG3(芝3400),
ミュージアムマイル,1,510,153,169.5,20.5,434,577,496,447,1,皐月賞G1(芝2000),,
ウェスタールンド,1,479,154.5,173,20.5,415,576,470,446,1,アンタレG3(ダ1800),,
アリーヴォ,1,426,152,169.5,20.2,402,534,490,444,1,小倉大賞ＨG3(芝1800),,
ブレイディヴェーグ,0,419,154,173,18.9,414,576,464,443,1,エリザベG1(芝2200),アイルラG2(芝1800),
ラッキーライラック,0,428,155,170.5,20,400,576,486,442,1,大阪杯G1(芝2000),エリザベG1(芝2200),エリザベG1(芝2200)
ピクシーナイト,1,429,154,173,21.6,450,534,532,437,1,スプリンG1(芝1200),シンザンG3(芝1600),
フォーエバーモア,0,484,153,174,20.6,434,576,458,433,1,クイーンG3(芝1600),,
ブラストワンピース,1,532,157,179,20.8,451,473,520,430,1,有馬記念G1(芝2500),アメリカG2(芝2200),札幌記念G2(芝2000)
カナルビーグル,1,561,156,175,20,453,495,490,429,1,ユニコーG3(ダ1900),,
ロックディスタウン,0,475,158,173,20.2,434,576,490,428,1,札幌２歳G3(芝1800),,
タイムフライヤー,1,489,151.5,172.5,20.6,412,576,456,428,1,ホープフG1(芝2000),エルムＳG3(ダ1700),
ミアネーロ,0,516,163,178,21,446,533,476,426,1,フラワーG3(芝1800),,
ドレッドノータス,1,534,151.5,176.5,21,443,494,470,426,1,京都大賞G2(芝2400),京都２歳G3(芝2000),
ヒーズインラブ,1,557,156,182,20.9,502,473,520,425,1,ダービーＨG3(芝1600),,
サブライムアンセム,0,495,156,175,20.5,443,576,486,423,1,フィリーG2(芝1400),,
リバティアイランド,0,488,155,171,20,421,576,468,421,1,優駿牝馬G1(芝2400),桜花賞G1(芝1600),秋華賞G1(芝2000)
グルーヴィット,1,507,151.5,173,20.5,444,494,492,421,1,中京記念ＨG3(芝1600),,
ゼーヴィント,1,491,154,174.5,19.5,403,473,484,419,1,七夕賞ＨG3(芝2000),ラジオNIＨG3(芝1800),
グレナディアガーズ,1,485,151,171.5,20.7,423,577,452,418,1,フューチG1(芝1600),阪神カッG2(芝1400),
スキルヴィング,1,518,162,182,21.9,506,494,524,416,1,青葉賞G2(芝2400),,
レシステンシア,0,528,153.5,179,20,482,494,490,415,1,阪神ジュG1(芝1600),セントウG2(芝1200),阪急杯G3(芝1400)
フィリアプーラ,0,509,149.5,175,19,426,494,440,415,1,フェアリG3(芝1600),,
パッシングスルー,0,522,159,176,20.6,462,494,460,414,1,紫苑ＳG3(芝2000),,
レイデオロ,1,566,155,176,21,461,495,476,411,1,天皇賞秋G1(芝2000),東京優駿G1(芝2400),オールカG2(芝2200)
シンハライト,0,501,152.5,170,19.8,411,494,430,411,1,優駿牝馬G1(芝2400),ローズＳG2(芝1800),チューリG3(芝1600)
ブラックスピネル,1,475,153.5,175,20.4,448,576,496,410,1,東京新聞G3(芝1600),,
アナザーリリック,0,487,156,177,19.4,443,534,496,409,1,福島牝馬G3(芝1800),,
イクイノックス,1,482,158,177,20.7,439,533,484,407,1,宝塚記念G1(芝2200),ＪＣG1(芝2400),天皇賞秋G1(芝2000)
マジックタイム,0,475,154,171,18.7,400,576,444,405,1,ダービーＨG3(芝1600),ターコイＨ･ (芝1600),
ジューヌエコール,0,440,154,171.5,19.8,405,577,476,402,1,デイリーG2(芝1600),函館スプG3(芝1200),
メールドグラース,1,457,150.5,170,20.8,412,494,456,401,1,小倉記念ＨG3(芝2000),鳴尾記念G3(芝2000),新潟大賞ＨG3(芝2000)
ダンビュライト,1,458,153.5,168.5,21.1,418,577,464,401,1,京都記念G2(芝2200),アメリカG2(芝2200),
レガレイラ,0,418,152.5,167.5,20,400,576,456,400,1,有馬記念G1(芝2500),ホープフG1(芝2000),
マジックサンズ,1,436,154,172,20.5,415,577,502,399,1,札幌２歳G3(芝1800),,
フロンティア,1,426,149,169,19.6,401,576,454,392,1,新潟２歳G3(芝1600),,
スルーセブンシーズ,0,504,156,177,20,457,495,426,391,1,中山牝馬ＨG3(芝1800),,
ケイデンスコール,1,479,149,166,21,403,576,464,391,1,マイラーG2(芝1600),京都金杯ＨG3(芝1600),新潟２歳G3(芝1600)
ドゥレッツァ,1,488,154.5,174,20.5,428,494,460,390,1,菊花賞G1(芝3000),,
クリソベリル,1,562,161.5,179.5,22.2,498,494,524,388,1,チャンピG1(ダ1800),,
ジオグリフ,1,465,155,176,20.9,439,576,490,387,1,皐月賞G1(芝2000),札幌２歳G3(芝1800),
アスコリピチェーノ,0,465,151.5,172,20.6,436,576,464,385,1,ヴィクトG1(芝1600),阪神ジュG1(芝1600),オータムＨG3(芝1600)
サフィラ,0,531,157.5,181.5,19.5,468,533,448,384,1,阪神牝馬G2(芝1600),,
ソングライン,0,457,154.5,173,20,393,577,482,382,1,安田記念G1(芝1600),ヴィクトG1(芝1600),安田記念G1(芝1600)
ナミュール,0,542,157,176,19.5,424,494,440,382,1,マイルチG1(芝1600),富士ＳG2(芝1600),チューリG2(芝1600)
シックスペンス,1,495,151,173,20.8,429,494,496,381,1,中山記念G2(芝1800),スプリンG2(芝1800),毎日王冠G2(芝1800)
グローリーヴェイズ,1,563,154.5,172,20,414,473,432,381,1,京都大賞G2(芝2400),日経新春ＨG2(芝2400),
アエロリット,0,383,153,164,19.7,373,577,482,381,1,ＮＨＫマG1(芝1600),毎日王冠G2(芝1800),クイーンG3(芝1800)
ファンダム,1,558,153,174.5,20.6,460,495,458,380,1,毎日杯G3(芝1800),,
メートルダール,1,549,154.5,172,20.4,442,494,470,376,1,中日新聞ＨG3(芝2000),,
ベルラップ,1,452,154,167,20.5,414,576,490,376,1,京都２歳G3(芝2000),,
メジャーエンブレム,0,435,152,175,20,438,576,484,375,1,ＮＨＫマG1(芝1600),阪神ジュG1(芝1600),クイーンG3(芝1600)
シンティレーション,0,549,158,178,19.8,457,533,454,373,1,小倉牝馬ＨG3(芝2000),,
クロワデュノール,1,440,156,176,21,431,577,504,371,1,ホープフG1(芝2000),東京スポG2(芝1800),
リスグラシュー,0,584,158.5,176,20.1,465,495,432,368,1,宝塚記念G1(芝2200),有馬記念G1(芝2500),エリザベG1(芝2200)
スタニングローズ,0,503,157,180,20.3,443,576,478,367,1,エリザベG1(芝2200),秋華賞G1(芝2000),紫苑ＳG3(芝2000)
プリモシーン,0,507,155.5,173.5,20,427,473,474,367,1,東京新聞G3(芝1600),関屋記念G3(芝1600),フェアリG3(芝1600)
コマンドライン,1,470,160,176.5,21.7,459,576,522,366,1,サウジアG3(芝1600),,
ノッキングポイント,1,491,158,181,21,450,576,474,365,1,新潟記念ＨG3(芝2000),,
チェルヴィニア,0,486,156.5,180,20.2,447,576,470,365,1,優駿牝馬G1(芝2400),秋華賞G1(芝2000),アルテミG3(芝1600)
ステルヴィオ,1,506,152,168,20.8,431,576,462,365,1,マイルチG1(芝1600),スプリンG2(芝1800),
エフフォーリア,1,533,158,176.5,20.8,489,495,510,364,1,皐月賞G1(芝2000),有馬記念G1(芝2500),天皇賞秋G1(芝2000)
グランアレグリア,0,497,153,172.5,20.4,427,576,476,364,1,ヴィクトG1(芝1600),マイルチG1(芝1600),安田記念G1(芝1600)
ギルデッドミラー,0,513,157,179,19.4,464,533,468,361,1,武蔵野ＳG3(ダ1600),,
ピースオブエイト,1,557,149,177.5,20.5,447,533,460,359,1,毎日杯G3(芝1800),,
オーソリティ,1,520,154.5,175.5,21.3,474,533,500,355,1,アルゼンＨG2(芝2500),青葉賞G2(芝2400),アルゼンＨG2(芝2500)
サンクテュエール,0,558,151,175,19.6,443,494,454,351,1,シンザンG3(芝1600),,
ベレヌス,1,537,156,174,21.2,457,494,506,350,1,中京記念ＨG3(芝1800),,
ストロングタイタン,1,542,155.5,184,21.2,516,473,530,349,1,鳴尾記念G3(芝2000),,
プロフェット,1,544,155.5,169,20.5,434,494,450,342,1,京成杯G3(芝2000),,
ラウダシオン,1,530,153,174,19.8,438,533,494,340,1,ＮＨＫマG1(芝1600),京王杯スG2(芝1400),
クールキャット,0,511,153.5,180,20.8,496,534,510,339,1,フローラG2(芝2000),,
レイエンダ,1,573,155,178.5,21,470,494,474,339,1,エプソムG3(芝1800),,
クラージュゲリエ,1,548,156,171,21,460,494,468,338,1,京都２歳G3(芝2000),,
グレンツェント,1,525,152,174.5,20,422,473,462,328,1,東海ＳG2(ダ1800),レパードG3(ダ1800),
アーモンドアイ,0,555,153.5,175.5,19.7,429,473,466,325,1,ＪＣG1(芝2400),天皇賞秋G1(芝2000),優駿牝馬G1(芝2400)
エンブロイダリー,0,531,159,178,20.4,460,534,482,321,1,桜花賞G1(芝1600),クイーンG3(芝1600),
サリオス,1,540,153,186,20.9,510,533,528,320,1,フューチG1(芝1600),毎日王冠G2(芝1800),毎日王冠G2(芝1800)
リアアメリア,0,511,157,179,20.2,461,533,474,319,1,ローズＳG2(芝2000),アルテミG3(芝1600),
ラヴェル,0,558,161,183,19.8,469,494,452,319,1,チャレンG3(芝2000),アルテミG3(芝1600),
カテドラル,1,563,155.5,175.5,21.5,452,494,464,317,1,オータムＨG3(芝1600),,
コントラチェック,0,511,155,175.5,20.5,449,494,458,317,1,オーシャG3(芝1200),フラワーG3(芝1800),ターコイＨG3(芝1600)
キラーアビリティ,1,576,155,174,20.1,447,494,466,306,1,ホープフG1(芝2000),中日新聞ＨG3(芝2000),
シュヴァリエローズ,1,478,154,166.5,20.2,402,495,438,301,1,ステイヤG2(芝3600),京都大賞G2(芝2400),
トータルクラリティ,1,572,155,174,21,436,495,454,296,1,新潟２歳G3(芝1600),,
サクセッション,1,529,155,174.5,21.3,473,494,496,295,1,新潟ジャJG3(芝3250),,
モントライゼ,1,508,152,175,20.9,462,495,482,293,1,京王杯２G2(芝1400),,
サートゥルナーリア,1,522,156,179,21.2,484,494,488,289,1,皐月賞G1(芝2000),ホープフG1(芝2000),金鯱賞G2(芝2000)
シュトラウス,1,578,160,181.5,21.5,522,494,514,282,1,東京スポG2(芝1800),,
リヴァイタライズ,1,431,153.5,170,20,422,576,488,580,0,,,
レーヴァテイン,1,390,150,166,19.4,356,576,448,580,0,,,
コリエドール,1,491,156,179,20,448,577,492,437,0,,,
ギルトエッジ,1,499,159,175.5,21.2,488,576,532,414,0,,,
インディケーション,1,469,153,168,20.5,434,576,498,446,0,,,
バルデラマ,1,445,149,168,19,412,576,504,733,0,,,
パリーアーク,1,404,147,167,20.3,401,576,440,419,0,,,
サンダーボール,1,419,152,157,18.9,362,576,450,495,0,,,
バッジオレディネロ,1,392,154,169,19.8,389,576,528,911,0,,,
フォワードラッシュ,1,475,153.5,174,21.2,448,576,478,829,0,,,
インテグリフォリア,0,493,153,172.5,20,402,577,486,823,0,,,
シーズバウンティ,1,503,158.5,174,20.6,444,576,530,809,0,,,
ポルトアレグレ,1,498,157,178,21,447,576,500,807,0,,,
ブレナムパレス,0,484,159.5,175,20.4,418,576,486,806,0,,,
ルシランセドール,0,398,152.5,170,19.8,388,576,486,803,0,,,
エクセター,1,412,155.5,170,20.7,403,577,536,802,0,,,
フェイマスワーズ,1,422,147,166,19,374,576,444,795,0,,,
ジョリアンジュ,0,397,152.5,172,19.3,405,576,464,792,0,,,
ミルティアデス,1,471,149,166,19.8,371,577,442,788,0,,,
プラウドレガシー,0,444,151,169,19.4,410,576,464,782,0,,,
カイゼルスベルグ,1,480,165,174.5,21.8,464,576,570,778,0,,,
ルルヴェ,0,437,156,172,20.5,410,576,448,773,0,,,
シャムシエル,1,379,145,164,20.5,359,577,514,773,0,,,
ヴェルディール,1,437,152,171,21.6,428,576,552,770,0,,,
ラモントゥル,0,506,153.5,174,19.2,387,576,466,768,0,,,
ポムローゼ,0,442,152,170.5,20,391,576,470,767,0,,,
ステイトダイアデム,0,477,152,174,19.3,450,533,482,764,0,,,
ダブルハートボンド,0,529,157.5,172,19.8,420,533,476,763,0,,,
ベストワルツ,0,480,152.5,173,19.7,415,576,478,761,0,,,
リリパラディス,0,493,151.5,170,18.3,377,576,446,760,0,,,
ランブル,1,413,153,167,19.8,405,576,522,759,0,,,
ライラックワイン,0,425,154.5,169,19.2,367,576,414,759,0,,,
ダストテイル,0,461,155,173,20,430,533,492,756,0,,,
カラジャス,1,449,154,172,20.5,421,576,484,755,0,,,
パレドネス,0,424,150,172,19.8,397,576,478,754,0,,,
バルマスケ,1,463,156.5,173,21,423,576,500,753,0,,,
テミスト,0,463,153,169,19.1,420,577,476,745,0,,,
ピエドラデルーナ,0,533,160.5,185,19.8,495,533,506,744,0,,,
キャッスルクラス,1,501,161,180.5,21.9,510,576,582,743,0,,,
キャリースピン,0,466,154,166.5,18.8,382,576,462,743,0,,,
ロッサヴィール,1,431,149.5,165,18.4,423,533,534,742,0,,,
トラディスカント,1,548,155.5,177.5,21.2,435,533,488,742,0,,,
バイキングクラップ,1,483,156,169,20.4,435,576,512,742,0,,,
サングノーブル,1,435,147.5,157,19.6,360,576,452,740,0,,,
テアトロレアル,0,462,151,169.5,18.4,382,576,458,739,0,,,
ステラエスペランサ,1,561,161,180,21.7,518,495,532,739,0,,,
アダマース,1,504,155.5,174.5,21.5,447,576,512,735,0,,,
バラシート,1,409,154,171,20.6,422,576,522,734,0,,,
フィアレスデザイア,1,545,157,180,20,455,494,522,733,0,,,
シンハプーラ,0,523,153,169,20,403,494,474,733,0,,,
アトラーニ,1,518,152,173,20.6,452,495,504,733,0,,,
グラズヘイム,1,500,154,173,20.2,437,576,498,733,0,,,
アースシャイン,1,463,159,176.5,20.1,442,576,528,732,0,,,
クラヴィーゴ,1,446,150.5,174,20,441,576,532,731,0,,,
エスポワールエール,1,450,155,166,20.2,401,576,494,730,0,,,
コーディアルギフト,0,394,151,167,18.7,392,576,458,730,0,,,
フェアリーフォート,0,451,147.5,165,18.7,391,577,436,730,0,,,
バトルハーデン,1,471,161.5,181,20.8,469,576,524,729,0,,,
エクリヴァン,1,405,152,168,20,382,576,512,728,0,,,
プレシャスゴールド,0,445,148,166,19.3,370,577,450,726,0,,,
サリュダムール,0,438,150.5,169,19.8,395,576,476,725,0,,,
ヴェネラブル,1,475,152.5,169,20.6,419,577,528,724,0,,,
ディーンズリスター,1,476,159,173.5,20.9,429,576,508,723,0,,,
バンデアミール,1,558,154,176.5,21.2,471,494,508,721,0,,,
スタージュエル,0,497,151,171.5,20.3,438,495,484,721,0,,,
スターリーゴールド,1,490,152,171,20,412,576,458,720,0,,,
カラエ,0,493,153,166.5,19.6,378,576,436,720,0,,,
エルゴレア,0,414,146,161.5,18.6,362,576,460,720,0,,,
アルティフェクス,1,499,159,176,21.1,470,576,536,719,0,,,
エルズミーア,1,410,157.5,168.5,20,433,576,548,719,0,,,
マララ,0,413,153.5,167,19,393,576,466,719,0,,,
シャンドマルス,1,411,157,180.5,21.3,477,576,612,717,0,,,
ブロセリアンド,0,454,153,174,19.7,429,576,478,716,0,,,
オーサムウインド,0,500,150,171,19.6,401,576,414,714,0,,,
キスミーダーリン,0,478,152,174,18.6,426,495,406,712,0,,,
リヴァディア,0,405,150,165.5,18.8,391,576,490,711,0,,,
モレッキ,1,476,154,166.5,20.1,399,577,492,710,0,,,
インボルク,1,534,152.5,171.5,20.4,436,494,480,709,0,,,
ライツフォル,1,401,150.5,169.5,19.9,412,576,494,708,0,,,
ストロングタイズ,1,465,152.5,169,20.2,407,533,498,707,0,,,
サンテローズ,0,505,154,177,19.1,460,533,510,705,0,,,
シャイニーレーン,0,504,149,174,18.8,414,534,464,703,0,,,
ハマオリ,0,458,151,166,19.5,377,577,428,703,0,,,
メリープランク,0,454,145.5,166,18.5,365,576,368,701,0,,,
シャハザマーン,1,429,155,167,20.4,407,576,484,700,0,,,
カドーダンジュ,0,529,150,170,19,428,494,456,700,0,,,
キルケニー,1,460,154,172,19.9,438,533,532,698,0,,,
ファルセータ,1,474,152,174,20.1,440,494,526,698,0,,,
グランデセーヌ,0,499,151.5,174,19.5,453,495,482,697,0,,,
スウェアジーク,0,524,150.5,164,18.1,388,494,416,696,0,,,
リベイラパレス,1,503,159.5,180.5,21,470,576,544,695,0,,,
キャリックアリード,0,543,156.5,174.5,20,420,533,458,695,0,,,
アースクロニクル,0,446,158.5,174,20.1,402,576,472,694,0,,,
アルプスソング,0,419,148,172,19.2,433,533,490,694,0,,,
オーサムミッション,1,454,152.5,164,20.1,390,576,478,694,0,,,
ヘインズポイント,1,396,155.5,173.5,20.8,434,576,536,693,0,,,
シャイントレイル,0,544,156,178,18.7,384,495,446,691,0,,,
アクート,1,423,146.5,160,18.6,345,576,440,690,0,,,
クローディーヌ,0,404,149.5,166,19.2,375,576,434,689,0,,,
オーデンヴァルト,0,535,154,174,19,454,494,470,689,0,,,
スムーズジャズ,1,456,155,167,20,400,577,500,689,0,,,
スピッツァー,1,564,160.5,183,22,471,494,518,688,0,,,
ステイトリーマーチ,0,474,146,169.5,19.2,400,577,430,688,0,,,
オルファン,0,463,146,163,19.4,350,577,404,688,0,,,
アールアンドビー,1,487,152,169,19.6,400,576,478,687,0,,,
ミュトスオード,0,482,154.5,180.5,19.8,426,577,470,686,0,,,
パスティエーラ,0,488,151,166,19,376,576,432,686,0,,,
サザンライツ,1,392,151,167,19.8,394,576,496,685,0,,,
ゴールドビーズ,0,542,161,176.5,18.9,444,473,464,685,0,,,
ウィンディスペル,0,472,147.5,168.5,20,386,576,422,684,0,,,
ピンクサンドビーチ,0,494,152,170.5,20.4,393,577,444,683,0,,,
ツキニカリ,1,438,155,166,20.2,420,533,550,683,0,,,
ララヴァンド,0,460,144.5,169.5,18.8,397,534,450,683,0,,,
リズムオブラヴ,0,502,154,174,20,434,533,462,683,0,,,
スプレッドアウト,1,482,155,180,20.3,424,494,506,683,0,,,
リライアブルエース,1,507,156.5,171,20.2,416,576,486,682,0,,,
ゴルトツィーゲル,1,445,146.5,164,19.9,384,576,484,680,0,,,
リアソール,0,489,156,172,20.4,427,576,474,680,0,,,
ロンドゥジャンブ,0,438,150,168,18.7,367,576,418,680,0,,,
ロシュフォール,1,451,151,173.5,20.8,424,576,522,679,0,,,
ノーウェアランド,1,427,155,168,20.2,400,576,492,678,0,,,
フィールザウィンド,0,581,152,175,19,422,495,428,678,0,,,
エルプシャフト,1,385,147.5,160,18.7,347,576,438,675,0,,,
スティールウィル,1,525,159,177,20.8,454,494,518,675,0,,,
ヘリファルテ,1,421,147.5,164,20.5,357,577,484,674,0,,,
リトミコ,0,435,145.5,166,18.8,377,576,456,673,0,,,
シュネルケーニヒ,1,484,158,172.5,20.8,418,577,526,671,0,,,
プリュノワール,0,449,148.5,168,19.7,392,533,440,671,0,,,
アクトオネストリー,0,410,149.5,164,18.9,380,576,462,671,0,,,
ブレガーロード,1,509,153.5,173,19.6,436,494,482,669,0,,,
リリーバレロ,0,568,155.5,178.5,19.9,444,494,460,668,0,,,
クリオミニーズ,1,452,153.5,170,20.7,412,576,502,667,0,,,
シャトンアンジュ,0,466,155,171,19.7,389,576,432,667,0,,,
アージェント,1,557,158.5,183,21.2,510,494,536,667,0,,,
クルミネイト,0,464,153.5,171.5,19.7,416,494,446,667,0,,,
カデナダムール,0,444,150,169.5,19.3,380,577,450,667,0,,,
アマギール,0,492,156.5,176.5,19.6,426,576,486,666,0,,,
マスターライセンス,1,437,154,170,20.5,418,577,510,665,0,,,
アルバパテラ,1,450,157,183,22.1,482,534,554,664,0,,,
ハドソンヤード,1,425,149,164,19,372,576,466,664,0,,,
アペリラ,0,509,156.5,177,19.7,426,473,464,664,0,,,
レジェ,0,387,148,163,19,352,576,436,662,0,,,
アゼルスタン,1,462,151,170.5,20.5,408,577,510,662,0,,,
ソルエユニーク,0,480,147.5,163,18.2,370,474,390,662,0,,,
シャレードスマイル,0,461,149,167,19.2,364,576,430,661,0,,,
スパルティート,0,531,154,166,21,412,494,442,661,0,,,
クリストフォリ,0,559,155.5,184.5,19.7,469,494,500,661,0,,,
カシオン,1,434,149.5,169.5,20.7,400,533,496,660,0,,,
アビークワイア,0,430,152,170,18.2,405,533,500,660,0,,,
トルタディメーレ,0,571,158.5,182,19.1,478,494,462,660,0,,,
ミステールヴェール,0,501,151,171,19,410,473,494,660,0,,,
テイクジオース,1,450,155.5,173.5,20.3,436,576,460,659,0,,,
レプトン,0,485,155,172,19.5,415,494,420,659,0,,,
ドナウワルツ,0,470,151.5,172,19.8,412,576,464,658,0,,,
ジェムフェザー,0,584,156,176,19.9,454,495,478,658,0,,,
ボンセグレート,0,469,146.5,168,19,394,576,450,658,0,,,
キャンディダム,0,502,155,167.5,19.7,397,576,444,657,0,,,
ブールアンブレス,0,501,152.5,171,18.4,394,533,420,657,0,,,
ビーイノベイティブ,1,402,156,173,20.5,456,576,532,657,0,,,
ウインドスケール,1,401,149.5,170.5,20,402,576,526,657,0,,,
シルクディヴェール,0,456,151,173.5,19.3,389,534,424,656,0,,,
パーフェクトルール,1,426,150,165,20.5,373,533,456,656,0,,,
ルーナクレシェンテ,0,543,156.5,177,19.2,456,494,484,656,0,,,
クィーンチャーム,0,467,151,168,19.5,367,576,446,656,0,,,
リブレドバンク,0,401,152,166,19.7,364,576,472,656,0,,,
ルリエーヴル,0,437,150,164,19.8,379,576,452,655,0,,,
シーオーク,0,384,147.5,171,19.6,386,576,466,654,0,,,
ウォーハンマー,1,396,151,170,20,389,576,486,653,0,,,
エフジーノット,1,525,165,176.5,20.5,462,533,530,653,0,,,
シンバーシア,0,470,149.5,172.5,20,400,576,458,652,0,,,
アプリシティー,1,555,153,172,20.6,438,533,466,652,0,,,
ルナソル,0,460,155,175.5,20,446,533,488,652,0,,,
ガトーブリランテ,0,459,154,171,19.8,409,576,482,652,0,,,
ヴィルトゥース,0,503,148.5,171,19.5,400,576,398,651,0,,,
ジンゴイスト,1,462,157.5,170,20.5,432,576,510,651,0,,,
アストンクリントン,1,442,146.5,164.5,19,370,576,484,650,0,,,
メジャーアピール,1,459,151,166,20.3,365,534,452,650,0,,,
コンコルダンス,0,493,154.5,173.5,18.2,434,576,492,649,0,,,
ヴェリタブル,0,549,155,173,19.5,422,495,436,649,0,,,
スタンリープール,0,507,148,169,19.2,404,494,424,649,0,,,
パンテーラネーラ,1,563,153.5,171.5,20,449,494,484,648,0,,,
タイタンアルム,0,482,160.5,175.5,20.4,458,576,532,647,0,,,
バーニングマン,1,418,150,167,20.4,407,576,492,647,0,,,
コルドンルージュ,0,466,151,172,20.5,432,576,496,647,0,,,
